"产物中文名","产物ID","内容类型","分类证据","分类置信度","是否可食用","饥饿值","饱和度","效果","有效配方数","无效/JAR候选配方数","有效配方ID列表","未加载配方ID列表","序列化类型列表","来源模组","建议厨师档次","建议依据","T3证据","冲突说明","人工复审备注"
"String Lights (Purple)","kaleidoscope_tavern:string_lights_purple","NON_FOOD","not_edible","MEDIUM","否","","","","1","0","kaleidoscope_tavern:string_lights_purple","","minecraft:crafting_shaped","Kaleidoscope Tavern","不进入厨师","内容类型=NON_FOOD","","",""
"String Lights (Red)","kaleidoscope_tavern:string_lights_red","NON_FOOD","not_edible","MEDIUM","否","","","","1","0","kaleidoscope_tavern:string_lights_red","","minecraft:crafting_shaped","Kaleidoscope Tavern","不进入厨师","内容类型=NON_FOOD","","",""
"String Lights (White)","kaleidoscope_tavern:string_lights_white","NON_FOOD","not_edible","MEDIUM","否","","","","1","0","kaleidoscope_tavern:string_lights_white","","minecraft:crafting_shaped","Kaleidoscope Tavern","不进入厨师","内容类型=NON_FOOD","","",""
"String Lights (Yellow)","kaleidoscope_tavern:string_lights_yellow","NON_FOOD","not_edible","MEDIUM","否","","","","1","0","kaleidoscope_tavern:string_lights_yellow","","minecraft:crafting_shaped","Kaleidoscope Tavern","不进入厨师","内容类型=NON_FOOD","","",""
"Sandwich Board","kaleidoscope_tavern:sunflower_sandwich_board","NON_FOOD","manual_override;装饰三明治板","HIGH","否","","","","2","0","kaleidoscope_tavern:sunflower_sandwich_board_from_dandelion | kaleidoscope_tavern:sunflower_sandwich_board_from_sunflower","","minecraft:crafting_shapeless","Kaleidoscope Tavern","不进入厨师","装饰三明治板","","",""
"Sunset Glow","kaleidoscope_tavern:sunset_glow","DRINK","recipe_type=kaleidoscope_tavern:barrel","HIGH","否","","","","1","0","kaleidoscope_tavern:barrel/sunset_glow","","kaleidoscope_tavern:barrel","Kaleidoscope Tavern","不进入厨师","内容类型=DRINK","","",""
"Sweet Berries Bucket","kaleidoscope_tavern:sweet_berries_bucket","INGREDIENT","fluid_only_pressing_tub_or_no_item_result","HIGH","否","","","","1","0","kaleidoscope_tavern:pressing_tub/sweet_berries_bucket","","kaleidoscope_tavern:pressing_tub","Kaleidoscope Tavern","不进入厨师","内容类型=INGREDIENT","","",""
"Sweet Berry Wine","kaleidoscope_tavern:sweet_berry_wine","DRINK","recipe_type=kaleidoscope_tavern:barrel","HIGH","否","","","","1","0","kaleidoscope_tavern:barrel/sweet_berry_wine","","kaleidoscope_tavern:barrel","Kaleidoscope Tavern","不进入厨师","内容类型=DRINK","","",""
"Table","kaleidoscope_tavern:table","NON_FOOD","not_edible","MEDIUM","否","","","","1","0","kaleidoscope_tavern:table","","minecraft:crafting_shaped","Kaleidoscope Tavern","不进入厨师","内容类型=NON_FOOD","","",""
"Tap","kaleidoscope_tavern:tap","NON_FOOD","not_edible","MEDIUM","否","","","","1","0","kaleidoscope_tavern:tap","","minecraft:crafting_shaped","Kaleidoscope Tavern","不进入厨师","内容类型=NON_FOOD","","",""
"Painting","kaleidoscope_tavern:tartaric_acid_painting","NON_FOOD","manual_override;装饰画；tart误匹配已修复","HIGH","否","","","","1","0","kaleidoscope_tavern:tartaric_acid_painting","","minecraft:crafting_shapeless","Kaleidoscope Tavern","不进入厨师","装饰画；tart误匹配已修复","","","禁止substring tart"
"Tilted Rack","kaleidoscope_tavern:tilted_rack","NON_FOOD","not_edible","MEDIUM","否","","","","1","0","kaleidoscope_tavern:tilted_rack","","minecraft:crafting_shaped","Kaleidoscope Tavern","不进入厨师","内容类型=NON_FOOD","","",""
"Sandwich Board","kaleidoscope_tavern:torchflower_sandwich_board","NON_FOOD","manual_override;装饰三明治板","HIGH","否","","","","1","0","kaleidoscope_tavern:torchflower_sandwich_board_from_torchflower","","minecraft:crafting_shapeless","Kaleidoscope Tavern","不进入厨师","装饰三明治板","","",""
"Trellis","kaleidoscope_tavern:trellis","NON_FOOD","not_edible","MEDIUM","否","","","","1","0","kaleidoscope_tavern:trellis","","minecraft:crafting_shaped","Kaleidoscope Tavern","不进入厨师","内容类型=NON_FOOD","","",""
"Sandwich Board","kaleidoscope_tavern:tulip_sandwich_board","NON_FOOD","manual_override;装饰三明治板","HIGH","否","","","","4","0","kaleidoscope_tavern:tulip_sandwich_board_from_orange_tulip | kaleidoscope_tavern:tulip_sandwich_board_from_pink_tulip | kaleidoscope_tavern:tulip_sandwich_board_from_red_tulip | kaleidoscope_tavern:tulip_sandwich_board_from_white_tulip","","minecraft:crafting_shapeless","Kaleidoscope Tavern","不进入厨师","装饰三明治板","","",""
"Painting","kaleidoscope_tavern:unknown_painting","NON_FOOD","decor_or_storage_token","HIGH","否","","","","1","0","kaleidoscope_tavern:unknown_painting","","minecraft:crafting_shapeless","Kaleidoscope Tavern","不进入厨师","内容类型=NON_FOOD","","",""
"Painting","kaleidoscope_tavern:van_gogh_self_portrait_painting","NON_FOOD","decor_or_storage_token","HIGH","否","","","","1","0","kaleidoscope_tavern:van_gogh_self_portrait_painting","","minecraft:crafting_shapeless","Kaleidoscope Tavern","不进入厨师","内容类型=NON_FOOD","","",""
"Vodka","kaleidoscope_tavern:vodka","DRINK","recipe_type=kaleidoscope_tavern:barrel","HIGH","否","","","","1","0","kaleidoscope_tavern:barrel/vodka","","kaleidoscope_tavern:barrel","Kaleidoscope Tavern","不进入厨师","内容类型=DRINK","","",""
"Whiskey","kaleidoscope_tavern:whiskey","DRINK","recipe_type=kaleidoscope_tavern:barrel","HIGH","否","","","","1","0","kaleidoscope_tavern:barrel/whiskey","","kaleidoscope_tavern:barrel","Kaleidoscope Tavern","不进入厨师","内容类型=DRINK","","",""
"White Bar Stool","kaleidoscope_tavern:white_bar_stool","NON_FOOD","not_edible","MEDIUM","否","","","","1","0","kaleidoscope_tavern:white_bar_stool","","minecraft:crafting_shaped","Kaleidoscope Tavern","不进入厨师","内容类型=NON_FOOD","","",""
"White Lady","kaleidoscope_tavern:white_lady","DRINK","recipe_type=kaleidoscope_tavern:shaker","HIGH","否","","","","1","0","kaleidoscope_tavern:shaker/white_lady","","kaleidoscope_tavern:shaker","Kaleidoscope Tavern","不进入厨师","内容类型=DRINK","","",""
"White Sofa","kaleidoscope_tavern:white_sofa","NON_FOOD","not_edible","MEDIUM","否","","","","1","0","kaleidoscope_tavern:white_sofa","","minecraft:crafting_shaped","Kaleidoscope Tavern","不进入厨师","内容类型=NON_FOOD","","",""
"Wine","kaleidoscope_tavern:wine","DRINK","recipe_type=kaleidoscope_tavern:barrel","HIGH","否","","","","1","0","kaleidoscope_tavern:barrel/wine","","kaleidoscope_tavern:barrel","Kaleidoscope Tavern","不进入厨师","内容类型=DRINK","","",""
"Sandwich Board","kaleidoscope_tavern:wither_rose_sandwich_board","NON_FOOD","manual_override;装饰三明治板","HIGH","否","","","","1","0","kaleidoscope_tavern:wither_rose_sandwich_board_from_wither_rose","","minecraft:crafting_shapeless","Kaleidoscope Tavern","不进入厨师","装饰三明治板","","",""
"Yellow Bar Stool","kaleidoscope_tavern:yellow_bar_stool","NON_FOOD","not_edible","MEDIUM","否","","","","1","0","kaleidoscope_tavern:yellow_bar_stool","","minecraft:crafting_shaped","Kaleidoscope Tavern","不进入厨师","内容类型=NON_FOOD","","",""
"Yellow Pendant Lamp","kaleidoscope_tavern:yellow_pendant_lamp","NON_FOOD","not_edible","MEDIUM","否","","","","1","0","kaleidoscope_tavern:yellow_pendant_lamp","","minecraft:crafting_shaped","Kaleidoscope Tavern","不进入厨师","内容类型=NON_FOOD","","",""
"Yellow Sofa","kaleidoscope_tavern:yellow_sofa","NON_FOOD","not_edible","MEDIUM","否","","","","1","0","kaleidoscope_tavern:yellow_sofa","","minecraft:crafting_shaped","Kaleidoscope Tavern","不进入厨师","内容类型=NON_FOOD","","",""
"Painting","kaleidoscope_tavern:ysbb_painting","NON_FOOD","decor_or_storage_token","HIGH","否","","","","1","0","kaleidoscope_tavern:ysbb_painting","","minecraft:crafting_shapeless","Kaleidoscope Tavern","不进入厨师","内容类型=NON_FOOD","","",""
"Blaze Powder","minecraft:blaze_powder","INGREDIENT","ingredient_process=farmersdelight:cutting","MEDIUM","否","","","","2","0","mynethersdelight:crafting/blaze_powder_alt | mynethersdelight:cutting/balze_rod","","minecraft:crafting_shapeless | farmersdelight:cutting","My Nether's Delight","不进入厨师","内容类型=INGREDIENT","","",""
"Bread","minecraft:bread","DISH","cooking_device=minecraft:smelting;food_component","HIGH","是","5","6","","2","0","mynethersdelight:bread_from_smelting | mynethersdelight:bread_from_smoking","","minecraft:smelting | minecraft:smoking","My Nether's Delight","COMMON","基础熟食或少量常见原料/单步合成","","",""
"Brown Dye","minecraft:brown_dye","INGREDIENT","ingredient_process=create:milling","MEDIUM","否","","","","1","0","bakeries:integration/create/milling/brown_dye","","create:milling","Bakeries","不进入厨师","内容类型=INGREDIENT","","",""
"Cake","minecraft:cake","SERVING_DISH","manual_override;原版CakeBlock分食；无Item FOOD","HIGH","否","","","","1","0","neapolitan:cake","","minecraft:crafting_shaped","Neapolitan","不进入厨师","原版CakeBlock分食；无Item FOOD","","","原版蛋糕"
"Crimson Fungus","minecraft:crimson_fungus","INGREDIENT","ingredient_process=farmersdelight:cutting","MEDIUM","否","","","","1","0","mynethersdelight:cutting/crimson_fungus","","farmersdelight:cutting","My Nether's Delight","不进入厨师","内容类型=INGREDIENT","","",""
"Honey Bottle","minecraft:honey_bottle","DRINK","recipe_type=brewinandchewin:keg_pouring","HIGH","是","6","1.2","","1","0","brewinandchewin:pouring/honey_bottle","","brewinandchewin:keg_pouring","Brewin' and Chewin'","不进入厨师","内容类型=DRINK","","",""
"Ice","minecraft:ice","NON_FOOD","not_edible","MEDIUM","否","","","","1","0","neapolitan:ice","","minecraft:crafting_shapeless","Neapolitan","不进入厨师","内容类型=NON_FOOD","","",""
"Iron Chestplate","minecraft:iron_chestplate","NON_FOOD","not_edible","MEDIUM","否","","","","1","0","neapolitan:primal_armor_trim_smithing_template_smithing_trim","","minecraft:smithing_trim","Neapolitan","不进入厨师","内容类型=NON_FOOD","","",""
"Leather","minecraft:leather","INGREDIENT","ingredient_process=farmersdelight:cutting","MEDIUM","否","","","","1","0","mynethersdelight:cutting/hoglin_hide","","farmersdelight:cutting","My Nether's Delight","不进入厨师","内容类型=INGREDIENT","","",""
"Milk Bucket","minecraft:milk_bucket","DRINK","recipe_type=brewinandchewin:keg_pouring","HIGH","否","","","","2","0","brewinandchewin:pouring/milk_bucket | neapolitan:milk_bucket","","brewinandchewin:keg_pouring | minecraft:crafting_shapeless","Brewin' and Chewin' | Neapolitan","不进入厨师","内容类型=DRINK","","",""
"Paper","minecraft:paper","NON_FOOD","not_edible","MEDIUM","否","","","","1","0","neapolitan:paper_from_banana_frond","","minecraft:crafting_shapeless","Neapolitan","不进入厨师","内容类型=NON_FOOD","","",""
"Poisonous Potato","minecraft:poisonous_potato","RAW_FOOD","edible_rawish_token","MEDIUM","是","2","1.2","effect.minecraft.poison 100tick 1级 概率0.6000000238418579","1","0","dungeonsdelight:poisonous_potato_from_poisonous_potato_crate","","minecraft:crafting_shapeless","Dungeon's Delight","不进入厨师","内容类型=RAW_FOOD","","",""
"Uncraftable Potion","minecraft:potion","DRINK","recipe_type=brewinandchewin:create_potion_pouring","HIGH","否","","","","2","0","brewinandchewin:pouring/create/potion | brewinandchewin:pouring/potion","","brewinandchewin:create_potion_pouring | brewinandchewin:keg_pouring","Brewin' and Chewin'","不进入厨师","内容类型=DRINK","","",""
"Bamboo Scaffolding","minecraft:scaffolding","NON_FOOD","not_edible","MEDIUM","否","","","","1","0","mynethersdelight:crafting/scaffolding_alt","","minecraft:crafting_shaped","My Nether's Delight","不进入厨师","内容类型=NON_FOOD","","",""
"Stick","minecraft:stick","INGREDIENT","ingredient_process=farmersdelight:cutting","MEDIUM","否","","","","4","0","dungeonsdelight:stick_from_wormroots | mynethersdelight:crafting/stick_alt | mynethersdelight:cutting/gunpowder_and_stick_cannon | mynethersdelight:cutting/stick_bamboo","","minecraft:crafting_shaped | farmersdelight:cutting","Dungeon's Delight | My Nether's Delight","不进入厨师","内容类型=INGREDIENT","","",""
"Sugar","minecraft:sugar","NON_FOOD","not_edible","MEDIUM","否","","","","1","0","mynethersdelight:crafting/sugar_alt","","minecraft:crafting_shapeless","My Nether's Delight","不进入厨师","内容类型=NON_FOOD","","",""
"Warped Fungus","minecraft:warped_fungus","INGREDIENT","ingredient_process=farmersdelight:cutting","MEDIUM","否","","","","1","0","mynethersdelight:cutting/warped_fungus","","farmersdelight:cutting","My Nether's Delight","不进入厨师","内容类型=INGREDIENT","","",""
"Water Bucket","minecraft:water_bucket","DRINK","recipe_type=brewinandchewin:keg_pouring","HIGH","否","","","","1","0","brewinandchewin:pouring/water_bucket","","brewinandchewin:keg_pouring","Brewin' and Chewin'","不进入厨师","内容类型=DRINK","","",""
"Bacon-wrapped Sausage on a Stick","mynethersdelight:bacon-wrapped_sausage_on_a_stick","DISH","dish_token;edible=true;type=minecraft:crafting_shapeless","HIGH","是","10","12","","1","0","mynethersdelight:crafting/bacon_wrapped_sausage_stick","","minecraft:crafting_shapeless","My Nether's Delight","T2","正餐/甜点名称","","",""
"Blackstone Brick Cabinet","mynethersdelight:blackstone_bricks_cabinet","NON_FOOD","decor_or_storage_token","HIGH","否","","","","1","0","mynethersdelight:stonecutting/blackstone_bricks_cabinet","","minecraft:stonecutting","My Nether's Delight","不进入厨师","内容类型=NON_FOOD","","",""
"Blazier","mynethersdelight:blazier","NON_FOOD","not_edible","MEDIUM","否","","","","1","0","mynethersdelight:crafting/blazefire","","minecraft:crafting_shaped","My Nether's Delight","不进入厨师","内容类型=NON_FOOD","","",""
"Bleeding Tartar","mynethersdelight:bleeding_tartar","DISH","manual_override;FOOD nutrition=6 saturation=9 effects=fire_resistance+nourishment; recipe id=mynethersdelight:crafting/bleeding_tartar (minced_strider×2+egg+bowl); 碗装复合","HIGH","是","6","9","effect.minecraft.fire_resistance 200tick 1级 概率1；effect.farmersdelight.nourishment 600tick 1级 概率1","1","0","mynethersdelight:crafting/bleeding_tartar","","minecraft:crafting_shapeless","My Nether's Delight","T2","FOOD nutrition=6 saturation=9 effects=fire_resistance+nourishment; recipe id=mynethersdelight:crafting/bleeding_tartar (minced_strider×2+egg+bowl); 碗装复合","","","My Nether's Delight;6A.3原REVIEW→DISH T2"
"Blue Tenderloin Steak","mynethersdelight:blue_tenderloin_steak","DISH","dish_token;edible=true;type=minecraft:crafting_shapeless","HIGH","是","9","14.400001","effect.minecraft.nausea 300tick 1级 概率1；effect.farmersdelight.nourishment 1200tick 1级 概率1","1","0","mynethersdelight:crafting/blue_tenderloin_steak","","minecraft:crafting_shapeless","My Nether's Delight","T2","正餐/甜点名称","","",""
"Boiled Egg","mynethersdelight:boiled_egg","DISH","cooking_device=minecraft:smelting;food_component","HIGH","是","4","5.6","","4","0","mynethersdelight:boiled_egg_cooking | mynethersdelight:boiled_egg_from_campfire_cooking | mynethersdelight:boiled_egg_from_smoking | mynethersdelight:cooking/boiled_eggs","","minecraft:smelting | minecraft:campfire_cooking | minecraft:smoking | farmersdelight:cooking","My Nether's Delight","COMMON","基础熟食或少量常见原料/单步合成","","多路径 COMMON/T2 → 最低 COMMON",""
"Bread Loaf","mynethersdelight:bread_loaf","NON_FOOD","not_edible","MEDIUM","否","","","","2","0","mynethersdelight:bread_loaf_from_smelting | mynethersdelight:bread_loaf_from_smoking","","minecraft:smelting | minecraft:smoking","My Nether's Delight","不进入厨师","内容类型=NON_FOOD","","",""
"Breakfast Sampler","mynethersdelight:breakfast_sampler","DISH","dish_token;edible=true;type=minecraft:crafting_shapeless","HIGH","是","15","22.5","effect.farmersdelight.nourishment 2400tick 1级 概率1","1","0","mynethersdelight:crafting/breakfast_sampler","","minecraft:crafting_shapeless","My Nether's Delight","T2","正餐/甜点名称","","",""
"Bullet Pepper","mynethersdelight:bullet_pepper","RAW_FOOD","manual_override;可食用原料辣椒","HIGH","是","2","2","effect.mynethersdelight.b_pungent 100tick 3级 概率1","1","0","mynethersdelight:crafting/bullet_papper_crate_alt","","minecraft:crafting_shapeless","My Nether's Delight","不进入厨师","可食用原料辣椒","","","边界产物"
"Bullet Pepper Crate","mynethersdelight:bullet_pepper_crate","NON_FOOD","decor_or_storage_token","HIGH","否","","","","1","0","mynethersdelight:crafting/bullet_papper_crate","","minecraft:crafting_shapeless","My Nether's Delight","不进入厨师","内容类型=NON_FOOD","","",""
"Burnt Roll","mynethersdelight:burnt_roll","DISH","dish_token;edible=true;type=farmersdelight:cooking","HIGH","是","10","12","effect.mynethersdelight.b_pungent 600tick 2级 概率1","2","0","mynethersdelight:cooking/burn_roll | mynethersdelight:crafting/burnt_roll","","farmersdelight:cooking | minecraft:crafting_shapeless","My Nether's Delight","COMMON","正餐/甜点名称","","多路径 T2/COMMON → 最低 COMMON",""
"Chilidog","mynethersdelight:chilidog","DISH","cooking_device=farmersdelight:cooking;food_component","HIGH","是","11","11","effect.mynethersdelight.g_pungent 600tick 1级 概率1；effect.minecraft.fire_resistance 300tick 1级 概率1","1","1","mynethersdelight:cooking/chilidog","farmersrespite:chilidog_alt","farmersdelight:cooking","My Nether's Delight","T2","设备或复杂度：type=farmersdelight:cooking;kinds=3","","",""
"Cooked Loin","mynethersdelight:cooked_loin","DISH","cooking_device=minecraft:smelting;food_component","HIGH","是","7","10.5","","3","0","mynethersdelight:hoglin_loin_cooking | mynethersdelight:hoglin_loin_from_campfire_cooking | mynethersdelight:hoglin_loin_from_smoking","","minecraft:smelting | minecraft:campfire_cooking | minecraft:smoking","My Nether's Delight","COMMON","基础熟食或少量常见原料/单步合成","","",""
