"来源模组","配方 ID","配方中文译名（主产物）","配方序列化类型","合成机器/工序","产物中文名","产物 ID","产物数量","是否可食用","饥饿值","饱食度","食用效果/BUFF","经验值","烹饪时间(tick)","原料概览","备注"
"kaleidoscope_cookery","kaleidoscope_cookery:pot/raw_pork_belly_to_cooked_pork_belly_2","熟五花肉","kaleidoscope_cookery:pot","自定义工序（kaleidoscope_cookery:pot）","熟五花肉","kaleidoscope_cookery:cooked_pork_belly","2","是","4","6.4","","","","原料：生五花肉 <kaleidoscope_cookery:raw_pork_belly>；原料：生五花肉 <kaleidoscope_cookery:raw_pork_belly>",""
"kaleidoscope_cookery","kaleidoscope_cookery:pot/raw_pork_belly_to_cooked_pork_belly_1","熟五花肉","kaleidoscope_cookery:pot","自定义工序（kaleidoscope_cookery:pot）","熟五花肉","kaleidoscope_cookery:cooked_pork_belly","1","是","4","6.4","","","","原料：生五花肉 <kaleidoscope_cookery:raw_pork_belly>",""
"kaleidoscope_cookery","kaleidoscope_cookery:pot/raw_pork_belly_to_cooked_pork_belly_8","熟五花肉","kaleidoscope_cookery:pot","自定义工序（kaleidoscope_cookery:pot）","熟五花肉","kaleidoscope_cookery:cooked_pork_belly","8","是","4","6.4","","","","原料：生五花肉 <kaleidoscope_cookery:raw_pork_belly>；原料：生五花肉 <kaleidoscope_cookery:raw_pork_belly>；原料：生五花肉 <kaleidoscope_cookery:raw_pork_belly>；原料：生五花肉 <kaleidoscope_cookery:raw_pork_belly>；原料：生五花肉 <kaleidoscope_cookery:raw_pork_belly>；原料：生五花肉 <kaleidoscope_cookery:raw_pork_belly>；原料：生五花肉 <kaleidoscope_cookery:raw_pork_belly>；原料：生五花肉 <kaleidoscope_cookery:raw_pork_belly>",""
"kaleidoscope_cookery","kaleidoscope_cookery:pot/raw_pork_belly_to_cooked_pork_belly_7","熟五花肉","kaleidoscope_cookery:pot","自定义工序（kaleidoscope_cookery:pot）","熟五花肉","kaleidoscope_cookery:cooked_pork_belly","7","是","4","6.4","","","","原料：生五花肉 <kaleidoscope_cookery:raw_pork_belly>；原料：生五花肉 <kaleidoscope_cookery:raw_pork_belly>；原料：生五花肉 <kaleidoscope_cookery:raw_pork_belly>；原料：生五花肉 <kaleidoscope_cookery:raw_pork_belly>；原料：生五花肉 <kaleidoscope_cookery:raw_pork_belly>；原料：生五花肉 <kaleidoscope_cookery:raw_pork_belly>；原料：生五花肉 <kaleidoscope_cookery:raw_pork_belly>",""
"farmersdelight","farmersdelight:integration/create/milling/wild_carrots","淡灰色染料","create:milling","自定义工序（create:milling）","淡灰色染料","minecraft:light_gray_dye","2","否","","","","","","原料：野生胡萝卜 <farmersdelight:wild_carrots>",""
"kaleidoscope_cookery","kaleidoscope_cookery:pot/raw_pork_belly_to_cooked_pork_belly_6","熟五花肉","kaleidoscope_cookery:pot","自定义工序（kaleidoscope_cookery:pot）","熟五花肉","kaleidoscope_cookery:cooked_pork_belly","6","是","4","6.4","","","","原料：生五花肉 <kaleidoscope_cookery:raw_pork_belly>；原料：生五花肉 <kaleidoscope_cookery:raw_pork_belly>；原料：生五花肉 <kaleidoscope_cookery:raw_pork_belly>；原料：生五花肉 <kaleidoscope_cookery:raw_pork_belly>；原料：生五花肉 <kaleidoscope_cookery:raw_pork_belly>；原料：生五花肉 <kaleidoscope_cookery:raw_pork_belly>",""
"kaleidoscope_cookery","kaleidoscope_cookery:pot/raw_pork_belly_to_cooked_pork_belly_5","熟五花肉","kaleidoscope_cookery:pot","自定义工序（kaleidoscope_cookery:pot）","熟五花肉","kaleidoscope_cookery:cooked_pork_belly","5","是","4","6.4","","","","原料：生五花肉 <kaleidoscope_cookery:raw_pork_belly>；原料：生五花肉 <kaleidoscope_cookery:raw_pork_belly>；原料：生五花肉 <kaleidoscope_cookery:raw_pork_belly>；原料：生五花肉 <kaleidoscope_cookery:raw_pork_belly>；原料：生五花肉 <kaleidoscope_cookery:raw_pork_belly>",""
"kaleidoscope_cookery","kaleidoscope_cookery:pot/raw_pork_belly_to_cooked_pork_belly_9","熟五花肉","kaleidoscope_cookery:pot","自定义工序（kaleidoscope_cookery:pot）","熟五花肉","kaleidoscope_cookery:cooked_pork_belly","9","是","4","6.4","","","","原料：生五花肉 <kaleidoscope_cookery:raw_pork_belly>；原料：生五花肉 <kaleidoscope_cookery:raw_pork_belly>；原料：生五花肉 <kaleidoscope_cookery:raw_pork_belly>；原料：生五花肉 <kaleidoscope_cookery:raw_pork_belly>；原料：生五花肉 <kaleidoscope_cookery:raw_pork_belly>；原料：生五花肉 <kaleidoscope_cookery:raw_pork_belly>；原料：生五花肉 <kaleidoscope_cookery:raw_pork_belly>；原料：生五花肉 <kaleidoscope_cookery:raw_pork_belly>；原料：生五花肉 <kaleidoscope_cookery:raw_pork_belly>",""
"spawn","spawn:cooked_bluefish_slice_from_campfire_cooking","熟扁鲹片","minecraft:campfire_cooking","营火","熟扁鲹片","spawn:cooked_bluefish_slice","1","是","3","3","","0.35","600","原料：扁鲹片 <spawn:bluefish_slice>",""
"farmersdelight","farmersdelight:mixed_salad","混合沙拉","minecraft:crafting_shapeless","工作台（无序合成）","混合沙拉","farmersdelight:mixed_salad","1","是","6","7.2000003","生命恢复 100tick 1级 概率1","","","原料：#c:foods/leafy_green；原料：#c:crops/tomato；原料：#c:crops/beetroot；原料：碗 <minecraft:bowl>",""
"kaleidoscope_cookery","kaleidoscope_cookery:table_warped","诡异木餐桌","minecraft:crafting_shaped","工作台（有序合成）","诡异木餐桌","kaleidoscope_cookery:table_warped","1","否","","","","","","[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]",""
"farmersdelight","farmersdelight:cutting/chicken","生鸡肉丁","farmersdelight:cutting","切菜板","生鸡肉丁","farmersdelight:chicken_cuts","2","是","1","0.6","饥饿 600tick 1级 概率0.30000001192092896","","","原料：生鸡肉 <minecraft:chicken>；工具：{""type"":""farmersdelight:item_ability"",""action"":""knife_dig""}；工具：#c:tools/knife",""
"farmersdelight","farmersdelight:cutting/cooked_cod","熟鳕鱼片","farmersdelight:cutting","切菜板","熟鳕鱼片","farmersdelight:cooked_cod_slice","2","是","3","3","","","","原料：熟鳕鱼 <minecraft:cooked_cod>；工具：{""type"":""farmersdelight:item_ability"",""action"":""knife_dig""}；工具：#c:tools/knife",""
"farmersdelight","farmersdelight:salvaging/spruce_chest_boat","云杉木船","farmersdelight:cutting","切菜板","云杉木船","minecraft:spruce_boat","1","否","","","","","","原料：云杉木运输船 <minecraft:spruce_chest_boat>；工具：{""type"":""farmersdelight:item_ability"",""action"":""hoe_dig""}；工具：#minecraft:hoes",""
"farmersdelight","farmersdelight:pot/add/bacon_and_eggs","培根蛋","kaleidoscope_cookery:pot","自定义工序（kaleidoscope_cookery:pot）","培根蛋","farmersdelight:bacon_and_eggs","1","是","10","12","滋养 1200tick 1级 概率1","","","原料：#c:eggs；原料：#c:eggs；原料：#c:foods/raw_bacon；原料：#c:foods/raw_bacon；容器/载体：碗 <minecraft:bowl>",""
"kaleidoscope_cookery","kaleidoscope_cookery:pot/crystal_lamb_chop","水晶羊排","kaleidoscope_cookery:pot","自定义工序（kaleidoscope_cookery:pot）","水晶羊排","kaleidoscope_cookery:crystal_lamb_chop","1","是","13","15.99","急迫 6000tick 2级 概率1","","","原料：紫水晶碎片 <minecraft:amethyst_shard>；原料：紫水晶碎片 <minecraft:amethyst_shard>；原料：紫水晶碎片 <minecraft:amethyst_shard>；原料：#c:foods/raw_mutton；原料：#c:foods/raw_mutton；原料：#c:foods/raw_mutton；容器/载体：碗 <minecraft:bowl>",""
"spawn","spawn:smooth_blasted_sandstone_stairs_from_smooth_blasted_sandstone_stonecutting","平滑荒砂岩楼梯","minecraft:stonecutting","自定义工序（minecraft:stonecutting）","平滑荒砂岩楼梯","spawn:smooth_blasted_sandstone_stairs","1","否","","","","","","原料：平滑荒砂岩 <spawn:smooth_blasted_sandstone>",""
"farmersdelight","farmersdelight:cutting/wild_onions","洋葱","farmersdelight:cutting","切菜板","洋葱","farmersdelight:onion","1","是","2","1.6","","","","原料：野生洋葱 <farmersdelight:wild_onions>；工具：{""type"":""farmersdelight:item_ability"",""action"":""knife_dig""}；工具：#c:tools/knife",""
"kaleidoscope_cookery","kaleidoscope_cookery:millstone/red_dye_from_poppy","红色染料","kaleidoscope_cookery:millstone","自定义工序（kaleidoscope_cookery:millstone）","红色染料","minecraft:red_dye","2","否","","","","","","原料：虞美人 <minecraft:poppy>",""
"kaleidoscope_cookery","kaleidoscope_cookery:pot/potato_to_baked_potato_1","烤马铃薯","kaleidoscope_cookery:pot","自定义工序（kaleidoscope_cookery:pot）","烤马铃薯","minecraft:baked_potato","1","是","5","6","","","","原料：马铃薯 <minecraft:potato>",""
"kaleidoscope_cookery","kaleidoscope_cookery:pot/salmon_to_cooked_salmon_1","熟鲑鱼","kaleidoscope_cookery:pot","自定义工序（kaleidoscope_cookery:pot）","熟鲑鱼","minecraft:cooked_salmon","1","是","6","9.6","","","","原料：生鲑鱼 <minecraft:salmon>",""
"kaleidoscope_cookery","kaleidoscope_cookery:pot/salmon_to_cooked_salmon_2","熟鲑鱼","kaleidoscope_cookery:pot","自定义工序（kaleidoscope_cookery:pot）","熟鲑鱼","minecraft:cooked_salmon","2","是","6","9.6","","","","原料：生鲑鱼 <minecraft:salmon>；原料：生鲑鱼 <minecraft:salmon>",""
"kaleidoscope_cookery","kaleidoscope_cookery:pot/salmon_to_cooked_salmon_3","熟鲑鱼","kaleidoscope_cookery:pot","自定义工序（kaleidoscope_cookery:pot）","熟鲑鱼","minecraft:cooked_salmon","3","是","6","9.6","","","","原料：生鲑鱼 <minecraft:salmon>；原料：生鲑鱼 <minecraft:salmon>；原料：生鲑鱼 <minecraft:salmon>",""
"kaleidoscope_cookery","kaleidoscope_cookery:pot/salmon_to_cooked_salmon_4","熟鲑鱼","kaleidoscope_cookery:pot","自定义工序（kaleidoscope_cookery:pot）","熟鲑鱼","minecraft:cooked_salmon","4","是","6","9.6","","","","原料：生鲑鱼 <minecraft:salmon>；原料：生鲑鱼 <minecraft:salmon>；原料：生鲑鱼 <minecraft:salmon>；原料：生鲑鱼 <minecraft:salmon>",""
"kaleidoscope_cookery","kaleidoscope_cookery:pot/salmon_to_cooked_salmon_5","熟鲑鱼","kaleidoscope_cookery:pot","自定义工序（kaleidoscope_cookery:pot）","熟鲑鱼","minecraft:cooked_salmon","5","是","6","9.6","","","","原料：生鲑鱼 <minecraft:salmon>；原料：生鲑鱼 <minecraft:salmon>；原料：生鲑鱼 <minecraft:salmon>；原料：生鲑鱼 <minecraft:salmon>；原料：生鲑鱼 <minecraft:salmon>",""
"kaleidoscope_cookery","kaleidoscope_cookery:pot/salmon_to_cooked_salmon_6","熟鲑鱼","kaleidoscope_cookery:pot","自定义工序（kaleidoscope_cookery:pot）","熟鲑鱼","minecraft:cooked_salmon","6","是","6","9.6","","","","原料：生鲑鱼 <minecraft:salmon>；原料：生鲑鱼 <minecraft:salmon>；原料：生鲑鱼 <minecraft:salmon>；原料：生鲑鱼 <minecraft:salmon>；原料：生鲑鱼 <minecraft:salmon>；原料：生鲑鱼 <minecraft:salmon>",""
"kaleidoscope_cookery","kaleidoscope_cookery:pot/salmon_to_cooked_salmon_7","熟鲑鱼","kaleidoscope_cookery:pot","自定义工序（kaleidoscope_cookery:pot）","熟鲑鱼","minecraft:cooked_salmon","7","是","6","9.6","","","","原料：生鲑鱼 <minecraft:salmon>；原料：生鲑鱼 <minecraft:salmon>；原料：生鲑鱼 <minecraft:salmon>；原料：生鲑鱼 <minecraft:salmon>；原料：生鲑鱼 <minecraft:salmon>；原料：生鲑鱼 <minecraft:salmon>；原料：生鲑鱼 <minecraft:salmon>",""
"kaleidoscope_cookery","kaleidoscope_cookery:pot/salmon_to_cooked_salmon_8","熟鲑鱼","kaleidoscope_cookery:pot","自定义工序（kaleidoscope_cookery:pot）","熟鲑鱼","minecraft:cooked_salmon","8","是","6","9.6","","","","原料：生鲑鱼 <minecraft:salmon>；原料：生鲑鱼 <minecraft:salmon>；原料：生鲑鱼 <minecraft:salmon>；原料：生鲑鱼 <minecraft:salmon>；原料：生鲑鱼 <minecraft:salmon>；原料：生鲑鱼 <minecraft:salmon>；原料：生鲑鱼 <minecraft:salmon>；原料：生鲑鱼 <minecraft:salmon>",""
"kaleidoscope_cookery","kaleidoscope_cookery:pot/salmon_to_cooked_salmon_9","熟鲑鱼","kaleidoscope_cookery:pot","自定义工序（kaleidoscope_cookery:pot）","熟鲑鱼","minecraft:cooked_salmon","9","是","6","9.6","","","","原料：生鲑鱼 <minecraft:salmon>；原料：生鲑鱼 <minecraft:salmon>；原料：生鲑鱼 <minecraft:salmon>；原料：生鲑鱼 <minecraft:salmon>；原料：生鲑鱼 <minecraft:salmon>；原料：生鲑鱼 <minecraft:salmon>；原料：生鲑鱼 <minecraft:salmon>；原料：生鲑鱼 <minecraft:salmon>；原料：生鲑鱼 <minecraft:salmon>",""
"ordertocook","ordertocook:otc_upgrade_box","oTc升级箱","minecraft:crafting_shaped","工作台（有序合成）","oTc升级箱","ordertocook:otc_upgrade_box","1","否","","","","","","[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]",""
"spawn","spawn:cooked_clam","熟蚌肉","minecraft:smelting","熔炉","熟蚌肉","spawn:cooked_clam","1","是","3","3","","0.35","200","原料：蚌 <spawn:clam>",""
"spawn","spawn:cooked_dodo","熟渡渡鸟肉","minecraft:smelting","熔炉","熟渡渡鸟肉","spawn:cooked_dodo","1","是","20","56","力量 1200tick 2级 概率1","0.35","200","原料：生渡渡鸟肉 <spawn:dodo>",""
"kaleidoscope_cookery","kaleidoscope_cookery:scramble_egg_with_tomatoes_rice_bowl","番茄炒蛋盖饭","kaleidoscope_cookery:rice_bowl","自定义工序（kaleidoscope_cookery:rice_bowl）","番茄炒蛋盖饭","kaleidoscope_cookery:scramble_egg_with_tomatoes_rice_bowl","1","是","14","18.004","饱腹代偿 3600tick 1级 概率1","","","原料：番茄炒蛋 <kaleidoscope_cookery:scramble_egg_with_tomatoes>",""
"farmersdelight","farmersdelight:cooked_cod_slice_from_campfire_cooking","熟鳕鱼片","minecraft:campfire_cooking","营火","熟鳕鱼片","farmersdelight:cooked_cod_slice","1","是","3","3","","0.35","600","原料：生鳕鱼片 <farmersdelight:cod_slice>",""
"spawn","spawn:cooked_dodo_from_campfire_cooking","熟渡渡鸟肉","minecraft:campfire_cooking","营火","熟渡渡鸟肉","spawn:cooked_dodo","1","是","20","56","力量 1200tick 2级 概率1","0.35","600","原料：生渡渡鸟肉 <spawn:dodo>",""
"spawn","spawn:date_chest_raft","运输椰枣木筏","minecraft:crafting_shapeless","工作台（无序合成）","运输椰枣木筏","spawn:date_chest_raft","1","否","","","","","","原料：箱子 <minecraft:chest>；原料：椰枣木筏 <spawn:date_raft>",""
"kaleidoscope_cookery","kaleidoscope_cookery:flex_stockpot/braised_beef_with_potatoes","土豆炖牛肉","kaleidoscope_cookery:flex_stockpot","自定义工序（kaleidoscope_cookery:flex_stockpot）","土豆炖牛肉","kaleidoscope_cookery:braised_beef_with_potatoes","1","是","6","8.004","温暖 9600tick 1级 概率1","","","原料：#c:foods/raw_beef；原料：马铃薯 <minecraft:potato>",""
"farmersdelight","farmersdelight:integration/create/filling/chocolate_pie","巧克力派","create:filling","灌装","巧克力派","farmersdelight:chocolate_pie","1","否","","","","","","原料：馅饼酥皮 <farmersdelight:pie_crust>；原料：#c:chocolate",""
"farmersdelight","farmersdelight:warped_cabinet","诡异木橱柜","minecraft:crafting_shaped","工作台（有序合成）","诡异木橱柜","farmersdelight:warped_cabinet","1","否","","","","","","[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]",""
"kaleidoscope_cookery","kaleidoscope_cookery:table_dark_oak","深色橡木餐桌","minecraft:crafting_shaped","工作台（有序合成）","深色橡木餐桌","kaleidoscope_cookery:table_dark_oak","1","否","","","","","","[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]",""
"kaleidoscope_cookery","kaleidoscope_cookery:pot/chicken_to_cooked_chicken_3","熟鸡肉","kaleidoscope_cookery:pot","自定义工序（kaleidoscope_cookery:pot）","熟鸡肉","minecraft:cooked_chicken","3","是","6","7.2000003","","","","原料：生鸡肉 <minecraft:chicken>；原料：生鸡肉 <minecraft:chicken>；原料：生鸡肉 <minecraft:chicken>",""
"kaleidoscope_cookery","kaleidoscope_cookery:pot/chicken_to_cooked_chicken_2","熟鸡肉","kaleidoscope_cookery:pot","自定义工序（kaleidoscope_cookery:pot）","熟鸡肉","minecraft:cooked_chicken","2","是","6","7.2000003","","","","原料：生鸡肉 <minecraft:chicken>；原料：生鸡肉 <minecraft:chicken>",""
